particle_index,score,weeks_evaluated,unique_weeks_evaluated
13,1470577882.7539947,96,13
14,1470453126.7995918,96,13
15,1470168223.4609032,96,13
16,1470235185.5559843,96,13
17,1470773655.5600007,96,13
18,1470996325.1575153,96,13
19,1470222485.646844,96,13
20,1471045753.8867257,96,13
21,1470144702.746809,96,13
22,1470570125.7430718,96,13
23,1470254826.9541447,96,13
24,1470232546.366565,96,13
25,1470855324.290109,96,13
26,1470555167.05279,96,13
27,1470712704.276968,96,13
28,1470309252.6439655,96,13
29,1470176980.8581321,96,13
30,1470169385.8948154,96,13
31,1470516537.4245746,96,13
32,1470166649.2693188,96,13
33,1470144892.5294602,96,13
34,1470710544.9644997,96,13
35,1470153233.4778879,96,13
36,1470213907.2753193,96,13
37,1470400398.069971,96,13
38,1470474477.1714878,96,13
39,1470503675.3808677,96,13
40,1470489101.251969,96,13
41,1470195881.9626064,96,13
42,1470272032.6428516,96,13
43,1470153208.4555466,96,13
44,1470505897.1753123,96,13
45,1470306988.4298706,96,13
46,1470341949.2078314,96,13
47,1470367857.1199284,96,13
0,1470112440.7487142,96,13
1,1470351965.1925957,96,13
2,1470295480.4783409,96,13
3,1470668468.1462307,96,13
4,1470203891.9688847,96,13
5,1470486060.4256191,96,13
6,1470079663.4289777,96,13
7,1470534122.8056262,96,13
8,1470234411.9181798,96,13
9,1470481029.7543404,96,13
10,1471237163.0841997,96,13
11,1470355371.3046906,96,13
12,1470320603.686919,96,13
13,1470920820.6258118,96,13
14,1470477906.0517142,96,13
15,1470178179.5837662,96,13
16,1471245850.1980445,96,13
17,1470123961.6070137,96,13
18,1470676725.2238495,96,13
19,1470189640.1788476,96,13
20,1470546416.3396614,96,13
21,1470192396.862798,96,13
22,1470613866.1349342,96,13
23,1470185172.2240422,96,13
24,1470359063.2462204,96,13
25,1471224467.6557095,96,13
26,1470569597.6491528,96,13
27,1470583574.7255647,96,13
28,1470226435.1478004,96,13
29,1470178487.8328278,96,13
30,1470202737.2877033,96,13
31,1470244751.9259462,96,13
32,1470358400.0737226,96,13
33,1470152185.8611743,96,13
34,1470787346.580571,96,13
35,1470254207.2134154,96,13
36,1470307919.835988,96,13
37,1470585781.136546,96,13
38,1470716869.4134076,96,13
39,1470133252.1988819,96,13
40,1470562795.1211765,96,13
41,1470488088.0706825,96,13
42,1470341186.0570393,96,13
43,1470172398.8535984,96,13
44,1470523975.016627,96,13
45,1470276641.4466007,96,13
46,1470323632.752899,96,13
47,1470161514.7687566,96,13
0,1470448228.9527588,96,13
1,1470338796.5883281,96,13
2,1470241341.0021133,96,13
3,1470256301.2936077,96,13
4,1470173882.748018,96,13
5,1470211973.161495,96,13
6,1470194014.9491208,96,13
7,1470417684.6164954,96,13
8,1470217534.3874156,96,13
9,1470392209.8348706,96,13
10,1470277906.1661541,96,13
11,1470371000.5985901,96,13
12,1470508779.5448656,96,13
13,1470227179.2263775,96,13
14,1470438421.6241424,96,13
15,1470151101.0579078,96,13
16,1470365999.3620825,96,13
17,1470293881.336663,96,13
18,1470433169.3502376,96,13
19,1470350243.9905624,96,13
20,1470781035.613905,96,13
21,1470171357.0556247,96,13
22,1470320272.1546357,96,13
23,1470595839.8597686,96,13
24,1470150229.2626574,96,13
25,1470511211.5328703,96,13
26,1470485886.3379946,96,13
27,1471065288.7490723,96,13
28,1470499806.0254726,96,13
29,1470048579.5902367,96,13
30,1470531612.5665553,96,13
31,1470769450.063099,96,13
32,1470115447.4418945,96,13
33,1470302869.3305695,96,13
34,1471978512.5239131,96,13
35,1470246086.456941,96,13
36,1470146654.7688904,96,13
37,1470717479.1315258,96,13
38,1470285179.6769383,96,13
39,1470172376.9310436,96,13
40,1470280378.101289,96,13
41,1470567600.2580357,96,13
42,1470041029.4410439,96,13
43,1470285479.9469147,96,13
44,1470871833.1554382,96,13
45,1470193366.4642932,96,13
46,1470277951.7684753,96,13
47,1470298263.2171526,96,13
